Year,Mfr Name,Comb FE (Guide) - Conventional Fuel,Comb CO2 Rounded Adjusted (as shown on FE Label)
2014,Audi,21.3125,438.9375
2014,BMW,24.9645390070922,373.5248226950355
2014,Bentley,15.285714285714286,591.4285714285714
2014,Bugatti,10.0,847.0
2014,Chrysler Group LLC,21.942857142857143,419.8095238095238
2014,Ferrari,14.153846153846153,634.2307692307693
2014,Ford Motor Company,21.94,438.28
2014,General Motors,20.55,462.56875
2014,Honda,27.72093023255814,337.04651162790697
2014,Hyundai,25.289473684210527,365.44736842105266
2014,Jaguar Land Rover L,18.757575757575758,482.42424242424244
2014,Kia,26.085714285714285,348.25714285714287
2014,Lamborghini,14.142857142857142,642.2857142857143
2014,Lotus,21.25,412.75
2014,MAZDA,28.36,319.24
2014,Maserati,17.0,527.3333333333334
2014,McLaren Automotive ,18.0,501.0
2014,Mercedes-Benz,20.646341463414632,450.280487804878
2014,Mitsubishi Motors Co,26.444444444444443,346.22222222222223
2014,Mobility Ventures L,14.0,547.5
2014,Nissan,22.379746835443036,418.746835443038
2014,Pagani Automobili S,13.0,671.0
2014,Porsche,20.96078431372549,431.05882352941177
2014,Rolls-Royce,14.428571428571429,612.4285714285714
2014,Roush,13.285714285714286,687.5714285714286
2014,Subaru,24.73913043478261,368.0
2014,Toyota,24.333333333333332,396.25555555555553
2014,Volkswagen,27.125,345.5208333333333
2014,Volvo,20.923076923076923,418.46153846153845
2014,aston martin,15.285714285714286,575.4285714285714
