Year,Mfr Name,Comb FE (Guide) - Conventional Fuel,Comb CO2 Rounded Adjusted (as shown on FE Label)
2021,BMW,23.754545454545454,386.8454545454546
2021,FCA US LLC,20.58695652173913,449.05434782608694
2021,Ferrari,16.285714285714285,549.5714285714286
2021,Ford Motor Company,21.372549019607842,430.3333333333333
2021,General Motors,20.304347826086957,461.17391304347825
2021,Honda,29.175,322.825
2021,Hyundai,29.0,335.1454545454545
2021,Jaguar Land Rover L,21.404761904761905,427.57142857142856
2021,Kia,28.916666666666668,326.47222222222223
2021,Lotus,20.0,439.5
2021,MAZDA,27.896551724137932,320.48275862068965
2021,Maserati,17.90909090909091,503.45454545454544
2021,McLaren Automotive ,17.666666666666668,514.1666666666666
2021,Mercedes-Benz,21.804597701149426,420.11494252873564
2021,Mitsubishi Motors Co,31.25,292.375
2021,Nissan,24.791666666666668,384.4166666666667
2021,Porsche,19.73015873015873,452.1746031746032
2021,Rolls-Royce,14.0,622.4
2021,Roush,14.5,612.0
2021,Subaru,26.6,340.1
2021,Toyota,28.239583333333332,347.21875
2021,Volkswagen Group of,20.988095238095237,458.0
2021,Volvo,24.88235294117647,357.2352941176471
2021,aston martin,17.833333333333332,499.6666666666667
