Year,Mfr Name,COMB MPG
2008,ACURA,20.25
2008,ALPINA,16.0
2008,ASTON MARTIN,13.333333333333334
2008,AUDI,19.1875
2008,BENTLEY,11.666666666666666
2008,BMW,18.844155844155843
2008,BUGATTI,10.0
2008,BUICK,19.0
2008,CADILLAC,17.291666666666668
2008,CHEVROLET,17.878260869565217
2008,CHRYSLER,18.5
2008,DODGE,16.64864864864865
2008,FERRARI,12.166666666666666
2008,FORD,18.0
2008,GMC,15.304347826086955
2008,HONDA,23.814814814814813
2008,HUMMER,14.666666666666666
2008,HYUNDAI,21.535714285714285
2008,INFINITI,17.8125
2008,ISUZU,17.857142857142858
2008,JAGUAR,18.5
2008,JEEP,17.68421052631579
2008,KIA,21.8
2008,LAMBORGHINI,11.444444444444445
2008,LAND ROVER,14.666666666666666
2008,LEXUS,20.318181818181817
2008,LINCOLN,15.8
2008,LINCOLN-MERCURY,19.15384615384616
2008,LOTUS,22.33333333333333
2008,MASERATI,14.5
2008,MAZDA,21.47058823529412
2008,MERCEDES-BENZ,16.83050847457627
2008,MERCURY,20.4
2008,MINI,27.666666666666668
2008,MITSUBISHI,18.724137931034484
2008,NISSAN,19.38
2008,PONTIAC,22.20833333333333
2008,PORSCHE,19.186046511627907
2008,ROLLS-ROYCE,14.0
2008,ROUSH PERFORMANCE,13.875
2008,SAAB,19.17391304347826
2008,SALEEN PERFORMANCE,13.5
2008,SATURN,22.142857142857142
2008,SHLBY,17.0
2008,SUBARU,21.0
2008,SUZUKI,21.77777777777778
2008,TCSTR,13.0
2008,TOYOTA,21.6
2008,VOLKSWAGEN,22.214285714285715
2008,VOLVO,20.666666666666668
