Year,Mfr Name,COMB MPG,COMB CO2
2013,Audi,22.545454545454547,404.5
2013,BMW,23.59060402684564,392.6107382550336
2013,Bentley,14.88888888888889,607.4444444444445
2013,Bugatti,10.0,847.0
2013,Chrysler Group LLC,21.545454545454547,429.625
2013,Ferrari,14.1,634.2
2013,Ford Motor Company,21.70833333333333,443.3020833333333
2013,General Motors,19.77777777777778,479.31666666666666
2013,Honda,26.906976744186046,345.7674418604651
2013,Hyundai,26.13157894736842,354.60526315789474
2013,Jaguar Cars,19.133333333333333,469.73333333333335
2013,Jaguar Land Rover L,18.25,495.75
2013,Kia,26.52777777777778,343.1111111111111
2013,Lamborghini,14.333333333333334,634.0
2013,Land Rover,16.714285714285715,554.5714285714286
2013,Lotus,21.5,411.25
2013,MAZDA,26.08333333333333,356.3333333333333
2013,Maserati,15.0,592.0
2013,Mercedes-Benz,20.226666666666667,459.4533333333333
2013,Mitsubishi Motors Co,24.41176470588235,370.1764705882353
2013,Nissan,21.49275362318841,437.3623188405797
2013,Porsche,20.804878048780488,434.5365853658537
2013,Rolls-Royce,14.333333333333334,618.0
2013,Roush,17.5,509.5
2013,Subaru,24.045454545454547,378.09090909090907
2013,Suzuki,24.6875,360.5625
2013,Toyota,23.910112359550563,402.17977528089887
2013,VPG,15.0,581.0
2013,Volkswagen,26.52173913043478,353.2826086956522
2013,Volvo,21.3125,414.0625
2013,aston martin,15.4,570.4
